Win,Type,Team1,Team2,OT,Year,Month,Day,Team1_Score,Team2_Score,Avg_Win_Ratio,Similarity_Score,Avg_Score_Diff,Regular_Wins_Team1_total,Regular_Losses_Team1_total,Playoff_Wins_Team1_total,Playoff_Losses_Team1_total,GAME_DATE_TIMESTAMP
0,1,1610612737,1610612757,0,2017,3,18,97.0,113.0,0.45652173913043476,0.7808219178082192,0.5179839230182495,211,188,125,212,1489795200
0,0,1610612737,1610612766,0,2017,3,20,90.0,105.0,0.45652173913043476,0.7945205479452055,2.4083828589302385,211,188,125,212,1489968000
0,1,1610612737,1610612764,0,2017,3,22,100.0,104.0,0.45652173913043476,0.9452054794520548,-0.36663240007257514,211,188,125,212,1490140800
0,1,1610612737,1610612749,0,2017,3,24,97.0,100.0,0.45652173913043476,0.9589041095890412,-1.866865403003544,211,188,125,212,1490313600
0,0,1610612737,1610612751,0,2017,3,26,92.0,107.0,0.45652173913043476,0.7945205479452055,0.5970292861867819,211,188,125,212,1490486400
1,0,1610612737,1610612756,0,2017,3,28,95.0,91.0,0.45652173913043476,0.9452054794520548,0.39652643313969804,211,188,125,212,1490659200
1,0,1610612737,1610612755,0,2017,3,29,99.0,92.0,0.45652173913043476,0.904109589041096,0.8632306363374624,211,188,125,212,1490745600
0,1,1610612737,1610612741,0,2017,4,1,104.0,106.0,0.45652173913043476,0.9726027397260274,3.5738010822914674,211,188,125,212,1491004800
0,0,1610612737,1610612751,0,2017,4,2,82.0,91.0,0.45652173913043476,0.8767123287671232,0.5970292861867819,211,188,125,212,1491091200
1,1,1610612737,1610612738,0,2017,4,6,123.0,116.0,0.45652173913043476,0.904109589041096,-0.1392161062325954,211,188,125,212,1491436800
1,1,1610612737,1610612739,0,2017,4,7,114.0,100.0,0.45652173913043476,0.8082191780821918,2.550609157572609,211,188,125,212,1491523200
1,1,1610612737,1610612739,1,2017,4,9,126.0,125.0,0.45652173913043476,0.9863013698630136,2.550609157572609,211,188,125,212,1491696000
1,0,1610612737,1610612766,0,2017,4,11,103.0,76.0,0.45652173913043476,0.6301369863013699,2.4083828589302385,211,188,125,212,1491868800
0,1,1610612737,1610612754,0,2017,4,12,86.0,104.0,0.45652173913043476,0.7534246575342466,0.6066538553927359,211,188,125,212,1491955200
0,0,1610612737,1610612764,0,2017,4,16,107.0,114.0,0.45652173913043476,0.904109589041096,-0.36663240007257514,211,188,125,212,1492300800
0,0,1610612737,1610612764,0,2017,4,19,101.0,109.0,0.45652173913043476,0.8904109589041096,-0.36663240007257514,211,188,125,212,1492560000
1,0,1610612737,1610612764,0,2017,4,22,116.0,98.0,0.45652173913043476,0.7534246575342466,-0.36663240007257514,211,188,125,212,1492819200
1,0,1610612737,1610612764,0,2017,4,24,111.0,101.0,0.45652173913043476,0.863013698630137,-0.36663240007257514,211,188,125,212,1492992000
0,0,1610612737,1610612764,0,2017,4,26,99.0,103.0,0.45652173913043476,0.9452054794520548,-0.36663240007257514,211,188,125,212,1493164800
0,0,1610612737,1610612764,0,2017,4,28,99.0,115.0,0.45652173913043476,0.7808219178082192,-0.36663240007257514,211,188,125,212,1493337600
1,0,1610612737,1610612742,0,2017,10,18,117.0,111.0,0.45652173913043476,0.9178082191780822,2.072047992397245,211,188,125,212,1508284800
0,0,1610612737,1610612766,0,2017,10,20,91.0,109.0,0.45652173913043476,0.7534246575342466,2.4083828589302385,211,188,125,212,1508457600
