Date,Score,Win,Type,Team1,Team2,OT,Team1_Score,Team2_Score,Avg_Win_Ratio,Similarity_Score
2023-01-11,Win135- 129,1,0,1610612763,1610612759,0,135.0,129.0,0.4294117647058823,0.9032258064516129
2023-01-14,Win130- 112,1,0,1610612763,1610612754,0,130.0,112.0,0.4294117647058823,0.7096774193548387
2023-01-16,Win136- 106,1,1,1610612763,1610612756,0,136.0,106.0,0.4294117647058823,0.5161290322580645
2023-01-18,Win115- 114,1,1,1610612763,1610612739,0,115.0,114.0,0.4294117647058823,0.9838709677419355
2023-01-20,Loss121 -122,0,1,1610612763,1610612747,0,121.0,122.0,0.4294117647058823,0.9838709677419355
2023-01-22,Loss110 -112,0,1,1610612763,1610612756,0,110.0,112.0,0.4294117647058823,0.967741935483871
2023-01-23,Loss100 -133,0,1,1610612763,1610612758,0,100.0,133.0,0.4294117647058823,0.467741935483871
2023-01-25,Loss120 -122,0,1,1610612763,1610612744,0,120.0,122.0,0.4294117647058823,0.967741935483871
2023-01-27,Loss100 -111,0,1,1610612763,1610612750,0,100.0,111.0,0.4294117647058823,0.8225806451612903
2023-01-29,Win112- 100,1,0,1610612763,1610612754,0,112.0,100.0,0.4294117647058823,0.8064516129032258
2023-02-01,Loss112 -122,0,0,1610612763,1610612757,0,112.0,122.0,0.4294117647058823,0.8387096774193549
2023-02-02,Loss113 -128,0,1,1610612763,1610612739,0,113.0,128.0,0.4294117647058823,0.7580645161290323
2023-02-05,Loss103 -106,0,0,1610612763,1610612761,0,103.0,106.0,0.4294117647058823,0.9516129032258065
2023-02-07,Win104- 89,1,0,1610612763,1610612741,0,104.0,89.0,0.4294117647058823,0.7580645161290323
2023-02-10,Win128- 107,1,1,1610612763,1610612750,0,128.0,107.0,0.4294117647058823,0.6612903225806452
2023-02-12,Loss109 -119,0,1,1610612763,1610612738,0,109.0,119.0,0.4294117647058823,0.8387096774193549
2023-02-15,Win117- 111,1,0,1610612763,1610612762,0,117.0,111.0,0.4294117647058823,0.9032258064516129
2023-02-23,Loss105 -110,0,1,1610612763,1610612755,0,105.0,110.0,0.4294117647058823,0.9193548387096774
2023-02-25,Win112- 94,1,1,1610612763,1610612743,0,112.0,94.0,0.4294117647058823,0.7096774193548387
2023-02-28,Win121- 109,1,1,1610612763,1610612747,0,121.0,109.0,0.4294117647058823,0.8064516129032258
2023-03-01,Win113- 99,1,0,1610612763,1610612745,0,113.0,99.0,0.4294117647058823,0.7741935483870968
2023-03-03,Loss97 -113,0,1,1610612763,1610612743,0,97.0,113.0,0.4294117647058823,0.7419354838709677
2023-03-05,Loss129 -135,0,1,1610612763,1610612746,0,129.0,135.0,0.4294117647058823,0.9032258064516129
2023-03-07,Loss103 -112,0,1,1610612763,1610612747,0,103.0,112.0,0.4294117647058823,0.8548387096774194
2023-03-09,Win131- 110,1,1,1610612763,1610612744,0,131.0,110.0,0.4294117647058823,0.6612903225806452
2023-03-11,Win112- 108,1,0,1610612763,1610612742,0,112.0,108.0,0.4294117647058823,0.935483870967742
2023-03-13,Win104- 88,1,0,1610612763,1610612742,0,104.0,88.0,0.4294117647058823,0.7419354838709677
2023-03-15,Loss119 -138,0,1,1610612763,1610612748,0,119.0,138.0,0.4294117647058823,0.6935483870967742
2023-03-17,Win126- 120,1,0,1610612763,1610612759,1,126.0,120.0,0.4294117647058823,0.9032258064516129
2023-03-18,Win133- 119,1,1,1610612763,1610612744,0,133.0,119.0,0.4294117647058823,0.7741935483870968
2023-03-20,Win112- 108,1,0,1610612763,1610612742,0,112.0,108.0,0.4294117647058823,0.935483870967742
2023-03-22,Win130- 125,1,0,1610612763,1610612745,0,130.0,125.0,0.4294117647058823,0.9193548387096774
2023-03-24,Win151- 114,1,0,1610612763,1610612745,0,151.0,114.0,0.4294117647058823,0.4032258064516129
2023-03-26,Win123- 119,1,1,1610612763,1610612737,0,123.0,119.0,0.4294117647058823,0.935483870967742
2023-03-28,Win113- 108,1,0,1610612763,1610612753,0,113.0,108.0,0.4294117647058823,0.9193548387096774
2023-03-29,Loss132 -141,0,1,1610612763,1610612746,0,132.0,141.0,0.4294117647058823,0.8548387096774194
2023-03-31,Win108- 94,1,1,1610612763,1610612746,0,108.0,94.0,0.4294117647058823,0.7741935483870968
2023-04-02,Loss107 -128,0,0,1610612763,1610612741,0,107.0,128.0,0.4294117647058823,0.6612903225806452
2023-04-04,Win119- 109,1,0,1610612763,1610612757,0,119.0,109.0,0.4294117647058823,0.8387096774193549
2023-04-05,Loss131 -138,0,0,1610612763,1610612740,1,131.0,138.0,0.4294117647058823,0.8870967741935484
2023-04-07,Win137- 114,1,1,1610612763,1610612749,0,137.0,114.0,0.4294117647058823,0.6290322580645161
2023-04-09,Loss100 -115,0,0,1610612763,1610612760,0,100.0,115.0,0.4294117647058823,0.7580645161290323
2023-04-16,Loss112 -128,0,0,1610612763,1610612747,0,112.0,128.0,0.4294117647058823,0.7419354838709677
2023-04-19,Win103- 93,1,0,1610612763,1610612747,0,103.0,93.0,0.4294117647058823,0.8387096774193549
2023-04-22,Loss101 -111,0,0,1610612763,1610612747,0,101.0,111.0,0.4294117647058823,0.8387096774193549
2023-04-24,Loss111 -117,0,0,1610612763,1610612747,1,111.0,117.0,0.4294117647058823,0.9032258064516129
2023-04-26,Win116- 99,1,0,1610612763,1610612747,0,116.0,99.0,0.4294117647058823,0.7258064516129032
2023-04-28,Loss85 -125,0,0,1610612763,1610612747,0,85.0,125.0,0.4294117647058823,0.3548387096774194
2023-10-25,Loss104 -111,0,0,1610612763,1610612740,0,104.0,111.0,0.4294117647058823,0.8870967741935484
2023-10-27,Loss104 -108,0,0,1610612763,1610612743,0,104.0,108.0,0.4294117647058823,0.935483870967742
2023-10-28,Loss106 -113,0,0,1610612763,1610612764,0,106.0,113.0,0.4294117647058823,0.8870967741935484
2023-10-30,Loss110 -125,0,0,1610612763,1610612742,0,110.0,125.0,0.4294117647058823,0.7580645161290323
2023-11-01,Loss109 -133,0,0,1610612763,1610612762,0,109.0,133.0,0.4294117647058823,0.6129032258064516
2023-11-03,Loss113 -115,0,0,1610612763,1610612757,1,113.0,115.0,0.4294117647058823,0.967741935483871
2023-11-05,Win112- 100,1,0,1610612763,1610612757,0,112.0,100.0,0.4294117647058823,0.8064516129032258
2023-11-08,Loss102 -108,0,0,1610612763,1610612748,0,102.0,108.0,0.4294117647058823,0.9032258064516129
2023-11-10,Loss121 -127,0,0,1610612763,1610612762,0,121.0,127.0,0.4294117647058823,0.9032258064516129
2023-11-12,Win105- 101,1,0,1610612763,1610612746,0,105.0,101.0,0.4294117647058823,0.935483870967742
2023-11-14,Loss107 -134,0,0,1610612763,1610612747,0,107.0,134.0,0.4294117647058823,0.564516129032258
2023-11-18,Win120- 108,1,0,1610612763,1610612759,0,120.0,108.0,0.4294117647058823,0.8064516129032258
2023-11-19,Loss100 -102,0,0,1610612763,1610612738,0,100.0,102.0,0.4294117647058823,0.967741935483871
2023-11-22,Loss91 -111,0,0,1610612763,1610612745,0,91.0,111.0,0.4294117647058823,0.6774193548387097
2023-11-24,Loss89 -110,0,0,1610612763,1610612756,0,89.0,110.0,0.4294117647058823,0.6612903225806452
2023-11-26,Loss97 -119,0,0,1610612763,1610612750,0,97.0,119.0,0.4294117647058823,0.6451612903225806
2023-11-29,Win105- 91,1,0,1610612763,1610612762,0,105.0,91.0,0.4294117647058823,0.7741935483870968
2023-12-01,Win108- 94,1,0,1610612763,1610612742,0,108.0,94.0,0.4294117647058823,0.7741935483870968
2023-12-02,Loss109 -116,0,0,1610612763,1610612756,0,109.0,116.0,0.4294117647058823,0.8870967741935484
2023-12-06,Win116- 102,1,0,1610612763,1610612765,0,116.0,102.0,0.4294117647058823,0.7741935483870968
2023-12-08,Loss103 -127,0,0,1610612763,1610612750,0,103.0,127.0,0.4294117647058823,0.6129032258064516
2023-12-11,Loss113 -120,0,0,1610612763,1610612742,0,113.0,120.0,0.4294117647058823,0.8870967741935484
2023-12-13,Loss104 -117,0,0,1610612763,1610612745,0,104.0,117.0,0.4294117647058823,0.7903225806451613
2023-12-15,Loss96 -103,0,0,1610612763,1610612745,0,96.0,103.0,0.4294117647058823,0.8870967741935484
2023-12-18,Loss97 -116,0,0,1610612763,1610612760,0,97.0,116.0,0.4294117647058823,0.6935483870967742
2023-12-19,Win115- 113,1,0,1610612763,1610612740,0,115.0,113.0,0.4294117647058823,0.967741935483871
2023-12-21,Win116- 103,1,0,1610612763,1610612754,0,116.0,103.0,0.4294117647058823,0.7903225806451613
2023-12-23,Win125- 119,1,0,1610612763,1610612737,0,125.0,119.0,0.4294117647058823,0.9032258064516129
2023-12-26,Win116- 115,1,0,1610612763,1610612740,1,116.0,115.0,0.4294117647058823,0.9838709677419355
2023-12-28,Loss105 -142,0,0,1610612763,1610612743,0,105.0,142.0,0.4294117647058823,0.4032258064516129
2023-12-29,Loss106 -117,0,0,1610612763,1610612746,0,106.0,117.0,0.4294117647058823,0.8225806451612903
2023-12-31,Loss92 -123,0,0,1610612763,1610612758,0,92.0,123.0,0.4294117647058823,0.5
2024-01-02,Win106- 98,1,0,1610612763,1610612759,0,106.0,98.0,0.4294117647058823,0.8709677419354839
2024-01-03,Loss111 -116,0,0,1610612763,1610612761,0,111.0,116.0,0.4294117647058823,0.9193548387096774
2024-01-05,Win127- 113,1,0,1610612763,1610612747,0,127.0,113.0,0.4294117647058823,0.7741935483870968
2024-01-07,Win121- 115,1,0,1610612763,1610612756,0,121.0,115.0,0.4294117647058823,0.9032258064516129
2024-01-09,Win120- 103,1,0,1610612763,1610612742,0,120.0,103.0,0.4294117647058823,0.7258064516129032
2024-01-12,Loss119 -128,0,0,1610612763,1610612746,0,119.0,128.0,0.4294117647058823,0.8548387096774194
2024-01-13,Loss94 -106,0,0,1610612763,1610612752,0,94.0,106.0,0.4294117647058823,0.8064516129032258
2024-01-15,Win116- 107,1,0,1610612763,1610612744,0,116.0,107.0,0.4294117647058823,0.8548387096774194
2024-01-18,Loss103 -118,0,0,1610612763,1610612750,0,103.0,118.0,0.4294117647058823,0.7580645161290323
2024-01-20,Loss96 -125,0,0,1610612763,1610612741,0,96.0,125.0,0.4294117647058823,0.532258064516129
2024-01-22,Win108- 100,1,0,1610612763,1610612761,0,108.0,100.0,0.4294117647058823,0.8709677419354839
2024-01-24,Win105- 96,1,0,1610612763,1610612748,0,105.0,96.0,0.4294117647058823,0.8548387096774194
2024-01-26,Win107- 106,1,0,1610612763,1610612753,0,107.0,106.0,0.4294117647058823,0.9838709677419355
2024-01-28,Loss110 -116,0,0,1610612763,1610612754,0,110.0,116.0,0.4294117647058823,0.9032258064516129
2024-01-29,Loss94 -103,0,0,1610612763,1610612758,0,94.0,103.0,0.4294117647058823,0.8548387096774194
2024-02-01,Loss101 -108,0,0,1610612763,1610612739,0,101.0,108.0,0.4294117647058823,0.8870967741935484
2024-02-02,Loss101 -121,0,0,1610612763,1610612744,0,101.0,121.0,0.4294117647058823,0.6774193548387097
2024-02-04,Loss91 -131,0,0,1610612763,1610612738,0,91.0,131.0,0.4294117647058823,0.3548387096774194
2024-02-06,Loss113 -123,0,0,1610612763,1610612752,0,113.0,123.0,0.4294117647058823,0.8387096774193549
2024-02-08,Loss110 -118,0,0,1610612763,1610612741,0,110.0,118.0,0.4294117647058823,0.8709677419354839
2024-02-10,Loss106 -115,0,0,1610612763,1610612766,0,106.0,115.0,0.4294117647058823,0.8548387096774194
2024-02-12,Loss87 -96,0,0,1610612763,1610612740,0,87.0,96.0,0.4294117647058823,0.8548387096774194
2024-02-14,Win121- 113,1,0,1610612763,1610612745,0,121.0,113.0,0.4294117647058823,0.8709677419354839
2024-02-15,Win113- 110,1,0,1610612763,1610612749,0,113.0,110.0,0.4294117647058823,0.9516129032258065
2024-02-23,Loss95 -101,0,0,1610612763,1610612746,0,95.0,101.0,0.4294117647058823,0.9032258064516129
2024-02-26,Loss86 -111,0,0,1610612763,1610612751,0,86.0,111.0,0.4294117647058823,0.5967741935483871
2024-02-28,,0,0,1610612763,1610612750,0,0.0,0.0,0.4294117647058823,1.0
2024-03-01,,0,0,1610612763,1610612757,0,0.0,0.0,0.4294117647058823,1.0
2024-03-02,,0,0,1610612763,1610612757,0,0.0,0.0,0.4294117647058823,1.0
2024-03-04,,0,0,1610612763,1610612751,0,0.0,0.0,0.4294117647058823,1.0
2024-03-06,,0,0,1610612763,1610612755,0,0.0,0.0,0.4294117647058823,1.0
2024-03-08,,0,0,1610612763,1610612737,0,0.0,0.0,0.4294117647058823,1.0
2024-03-10,,0,0,1610612763,1610612760,0,0.0,0.0,0.4294117647058823,1.0
2024-03-12,,0,0,1610612763,1610612764,0,0.0,0.0,0.4294117647058823,1.0
2024-03-13,,0,0,1610612763,1610612766,0,0.0,0.0,0.4294117647058823,1.0
2024-03-16,,0,0,1610612763,1610612760,0,0.0,0.0,0.4294117647058823,1.0
2024-03-18,,0,0,1610612763,1610612758,0,0.0,0.0,0.4294117647058823,1.0
2024-03-20,,0,0,1610612763,1610612744,0,0.0,0.0,0.4294117647058823,1.0
2024-03-22,,0,0,1610612763,1610612759,0,0.0,0.0,0.4294117647058823,1.0
2024-03-25,,0,0,1610612763,1610612743,0,0.0,0.0,0.4294117647058823,1.0
2024-03-27,,0,0,1610612763,1610612747,0,0.0,0.0,0.4294117647058823,1.0
2024-03-30,,0,0,1610612763,1610612753,0,0.0,0.0,0.4294117647058823,1.0
2024-04-01,,0,0,1610612763,1610612765,0,0.0,0.0,0.4294117647058823,1.0
2024-04-03,,0,0,1610612763,1610612749,0,0.0,0.0,0.4294117647058823,1.0
2024-04-05,,0,0,1610612763,1610612765,0,0.0,0.0,0.4294117647058823,1.0
2024-04-06,,0,0,1610612763,1610612755,0,0.0,0.0,0.4294117647058823,1.0
2024-04-09,,0,0,1610612763,1610612759,0,0.0,0.0,0.4294117647058823,1.0
2024-04-10,,0,0,1610612763,1610612739,0,0.0,0.0,0.4294117647058823,1.0
2024-04-12,,0,0,1610612763,1610612747,0,0.0,0.0,0.4294117647058823,1.0
2024-04-14,,0,0,1610612763,1610612743,0,0.0,0.0,0.4294117647058823,1.0
2022-10-19,Loss108 -116,0,0,1610612748,1610612741,0,108.0,116.0,0.47619047619047616,0.8709677419354839
2022-10-21,Loss104 -111,0,1,1610612748,1610612738,0,104.0,111.0,0.47619047619047616,0.8870967741935484
2022-10-22,Win112- 109,1,0,1610612748,1610612761,0,112.0,109.0,0.47619047619047616,0.9516129032258065
2022-10-24,Loss90 -98,0,0,1610612748,1610612761,0,90.0,98.0,0.47619047619047616,0.8709677419354839
2022-10-26,Win119- 98,1,0,1610612748,1610612757,0,119.0,98.0,0.47619047619047616,0.6612903225806452
2022-10-27,Loss110 -123,0,1,1610612748,1610612744,0,110.0,123.0,0.47619047619047616,0.7903225806451613
2022-10-29,Loss113 -119,0,1,1610612748,1610612758,0,113.0,119.0,0.47619047619047616,0.9032258064516129
2022-11-01,Win116- 109,1,1,1610612748,1610612744,0,116.0,109.0,0.47619047619047616,0.8870967741935484
2022-11-02,Win110- 107,1,1,1610612748,1610612758,0,110.0,107.0,0.47619047619047616,0.9516129032258065
2022-11-04,Loss99 -101,0,0,1610612748,1610612754,0,99.0,101.0,0.47619047619047616,0.967741935483871
2022-11-07,Loss107 -110,0,0,1610612748,1610612757,0,107.0,110.0,0.47619047619047616,0.9516129032258065
2022-11-10,Win117- 112,1,0,1610612748,1610612766,1,117.0,112.0,0.47619047619047616,0.9193548387096774
2022-11-12,Win132- 115,1,0,1610612748,1610612766,0,132.0,115.0,0.47619047619047616,0.7258064516129032
2022-11-14,Win113- 112,1,1,1610612748,1610612756,0,113.0,112.0,0.47619047619047616,0.9838709677419355
2022-11-16,Loss104 -112,0,0,1610612748,1610612761,0,104.0,112.0,0.47619047619047616,0.8709677419354839
2022-11-18,Loss106 -107,0,0,1610612748,1610612764,1,106.0,107.0,0.47619047619047616,0.9838709677419355
2022-11-20,Loss87 -113,0,1,1610612748,1610612739,0,87.0,113.0,0.47619047619047616,0.5806451612903225
2022-11-21,Loss101 -105,0,1,1610612748,1610612750,0,101.0,105.0,0.47619047619047616,0.935483870967742
2022-11-23,Win113- 105,1,0,1610612748,1610612764,0,113.0,105.0,0.47619047619047616,0.8709677419354839
2022-11-25,Win110- 107,1,0,1610612748,1610612764,0,110.0,107.0,0.47619047619047616,0.9516129032258065
2022-11-27,Win106- 98,1,1,1610612748,1610612737,0,106.0,98.0,0.47619047619047616,0.8709677419354839
2022-11-30,Loss121 -134,0,1,1610612748,1610612738,0,121.0,134.0,0.47619047619047616,0.7903225806451613
2022-12-02,Win120- 116,1,1,1610612748,1610612738,1,120.0,116.0,0.47619047619047616,0.935483870967742
2022-12-05,Loss93 -101,0,1,1610612748,1610612763,0,93.0,101.0,0.47619047619047616,0.8709677419354839
2022-12-06,Loss96 -116,0,0,1610612748,1610612765,0,96.0,116.0,0.47619047619047616,0.6774193548387097
2022-12-08,Win115- 110,1,1,1610612748,1610612746,0,115.0,110.0,0.47619047619047616,0.9193548387096774
2022-12-10,Loss111 -115,0,0,1610612748,1610612759,0,111.0,115.0,0.47619047619047616,0.935483870967742
2022-12-12,Win87- 82,1,0,1610612748,1610612754,0,87.0,82.0,0.47619047619047616,0.9193548387096774
2022-12-14,Win110- 108,1,0,1610612748,1610612760,0,110.0,108.0,0.47619047619047616,0.967741935483871
2022-12-15,Win111- 108,1,0,1610612748,1610612745,0,111.0,108.0,0.47619047619047616,0.9516129032258065
2022-12-17,Win111- 101,1,0,1610612748,1610612759,0,111.0,101.0,0.47619047619047616,0.8387096774193549
2022-12-20,Loss103 -113,0,0,1610612748,1610612741,0,103.0,113.0,0.47619047619047616,0.8387096774193549
2022-12-23,Loss108 -111,0,0,1610612748,1610612754,0,108.0,111.0,0.47619047619047616,0.9516129032258065
2022-12-26,Win113- 110,1,1,1610612748,1610612750,0,113.0,110.0,0.47619047619047616,0.9516129032258065
2022-12-28,Win112- 98,1,1,1610612748,1610612747,0,112.0,98.0,0.47619047619047616,0.7741935483870968
2022-12-30,Loss119 -124,0,1,1610612748,1610612743,0,119.0,124.0,0.47619047619047616,0.9193548387096774
2022-12-31,Win126- 123,1,0,1610612748,1610612762,0,126.0,123.0,0.47619047619047616,0.9516129032258065
2023-01-02,Win110- 100,1,1,1610612748,1610612746,0,110.0,100.0,0.47619047619047616,0.8387096774193549
2023-01-04,Loss109 -112,0,1,1610612748,1610612747,0,109.0,112.0,0.47619047619047616,0.9516129032258065
2023-01-06,Win104- 96,1,1,1610612748,1610612756,0,104.0,96.0,0.47619047619047616,0.8709677419354839
2023-01-08,Loss101 -102,0,1,1610612748,1610612751,0,101.0,102.0,0.47619047619047616,0.9838709677419355
2023-01-10,Win112- 111,1,0,1610612748,1610612760,0,112.0,111.0,0.47619047619047616,0.9838709677419355
2023-01-12,Win108- 102,1,1,1610612748,1610612749,0,108.0,102.0,0.47619047619047616,0.9032258064516129
2023-01-14,Win111- 95,1,1,1610612748,1610612749,0,111.0,95.0,0.47619047619047616,0.7419354838709677
2023-01-16,Loss113 -121,0,1,1610612748,1610612737,0,113.0,121.0,0.47619047619047616,0.8709677419354839
2023-01-18,Win124- 98,1,0,1610612748,1610612740,0,124.0,98.0,0.47619047619047616,0.5806451612903225
2023-01-20,Loss90 -115,0,0,1610612748,1610612742,0,90.0,115.0,0.47619047619047616,0.5967741935483871
2023-01-22,Win100- 96,1,0,1610612748,1610612740,0,100.0,96.0,0.47619047619047616,0.935483870967742
2023-01-24,Win98- 95,1,1,1610612748,1610612738,0,98.0,95.0,0.47619047619047616,0.9516129032258065
2023-01-27,Win110- 105,1,0,1610612748,1610612753,0,110.0,105.0,0.47619047619047616,0.9193548387096774
2023-01-29,Loss117 -122,0,0,1610612748,1610612766,0,117.0,122.0,0.47619047619047616,0.9193548387096774
2023-01-31,Win100- 97,1,1,1610612748,1610612739,0,100.0,97.0,0.47619047619047616,0.9516129032258065
2023-02-02,Loss104 -106,0,1,1610612748,1610612752,0,104.0,106.0,0.47619047619047616,0.967741935483871
2023-02-04,Loss115 -123,0,1,1610612748,1610612749,0,115.0,123.0,0.47619047619047616,0.8709677419354839
2023-02-08,Win116- 111,1,0,1610612748,1610612754,0,116.0,111.0,0.47619047619047616,0.9193548387096774
2023-02-10,Win97- 95,1,0,1610612748,1610612745,0,97.0,95.0,0.47619047619047616,0.967741935483871
2023-02-11,Win107- 103,1,0,1610612748,1610612753,1,107.0,103.0,0.47619047619047616,0.935483870967742
2023-02-13,Loss108 -112,0,1,1610612748,1610612743,0,108.0,112.0,0.47619047619047616,0.935483870967742
2023-02-15,Loss105 -116,0,1,1610612748,1610612751,0,105.0,116.0,0.47619047619047616,0.8225806451612903
2023-02-24,Loss99 -128,0,1,1610612748,1610612749,0,99.0,128.0,0.47619047619047616,0.532258064516129
2023-02-25,Loss103 -108,0,0,1610612748,1610612766,0,103.0,108.0,0.47619047619047616,0.9193548387096774
2023-02-27,Win101- 99,1,1,1610612748,1610612755,0,101.0,99.0,0.47619047619047616,0.967741935483871
2023-03-01,Loss96 -119,0,1,1610612748,1610612755,0,96.0,119.0,0.47619047619047616,0.6290322580645161
2023-03-03,Loss120 -122,0,1,1610612748,1610612752,0,120.0,122.0,0.47619047619047616,0.967741935483871
2023-03-04,Win117- 109,1,1,1610612748,1610612737,0,117.0,109.0,0.47619047619047616,0.8709677419354839
2023-03-06,Win130- 128,1,1,1610612748,1610612737,0,130.0,128.0,0.47619047619047616,0.967741935483871
2023-03-08,Loss100 -104,0,1,1610612748,1610612739,0,100.0,104.0,0.47619047619047616,0.935483870967742
2023-03-10,Win119- 115,1,1,1610612748,1610612739,0,119.0,115.0,0.47619047619047616,0.935483870967742
2023-03-11,Loss114 -126,0,0,1610612748,1610612753,1,114.0,126.0,0.47619047619047616,0.8064516129032258
2023-03-13,Win119- 115,1,0,1610612748,1610612762,0,119.0,115.0,0.47619047619047616,0.935483870967742
2023-03-15,Win138- 119,1,1,1610612748,1610612763,0,138.0,119.0,0.47619047619047616,0.6935483870967742
2023-03-18,Loss99 -113,0,0,1610612748,1610612741,0,99.0,113.0,0.47619047619047616,0.7741935483870968
2023-03-19,Win112- 100,1,0,1610612748,1610612765,0,112.0,100.0,0.47619047619047616,0.8064516129032258
2023-03-22,Win127- 120,1,1,1610612748,1610612752,0,127.0,120.0,0.47619047619047616,0.8870967741935484
2023-03-25,Loss100 -129,0,1,1610612748,1610612751,0,100.0,129.0,0.47619047619047616,0.532258064516129
2023-03-28,Loss92 -106,0,0,1610612748,1610612761,0,92.0,106.0,0.47619047619047616,0.7741935483870968
2023-03-29,Loss92 -101,0,1,1610612748,1610612752,0,92.0,101.0,0.47619047619047616,0.8548387096774194
2023-04-01,Win129- 122,1,0,1610612748,1610612742,0,129.0,122.0,0.47619047619047616,0.8870967741935484
2023-04-04,Win118- 105,1,0,1610612748,1610612765,0,118.0,105.0,0.47619047619047616,0.7903225806451613
2023-04-06,Win129- 101,1,1,1610612748,1610612755,0,129.0,101.0,0.47619047619047616,0.5483870967741935
2023-04-07,Loss108 -114,0,0,1610612748,1610612764,0,108.0,114.0,0.47619047619047616,0.9032258064516129
2023-04-09,Win123- 110,1,0,1610612748,1610612753,0,123.0,110.0,0.47619047619047616,0.7903225806451613
2023-04-11,Loss105 -116,0,1,1610612748,1610612737,0,105.0,116.0,0.47619047619047616,0.8225806451612903
2023-04-14,Win102- 91,1,0,1610612748,1610612741,0,102.0,91.0,0.47619047619047616,0.8225806451612903
2023-04-16,Win130- 117,1,0,1610612748,1610612749,0,130.0,117.0,0.47619047619047616,0.7903225806451613
2023-04-19,Loss122 -138,0,0,1610612748,1610612749,0,122.0,138.0,0.47619047619047616,0.7419354838709677
2023-04-22,Win121- 99,1,0,1610612748,1610612749,0,121.0,99.0,0.47619047619047616,0.6451612903225806
2023-04-24,Win119- 114,1,0,1610612748,1610612749,0,119.0,114.0,0.47619047619047616,0.9193548387096774
2023-04-26,Win128- 126,1,0,1610612748,1610612749,1,128.0,126.0,0.47619047619047616,0.967741935483871
2023-04-30,Win108- 101,1,0,1610612748,1610612752,0,108.0,101.0,0.47619047619047616,0.8870967741935484
2023-05-02,Loss105 -111,0,0,1610612748,1610612752,0,105.0,111.0,0.47619047619047616,0.9032258064516129
2023-05-06,Win105- 86,1,0,1610612748,1610612752,0,105.0,86.0,0.47619047619047616,0.6935483870967742
2023-05-08,Win109- 101,1,0,1610612748,1610612752,0,109.0,101.0,0.47619047619047616,0.8709677419354839
2023-05-10,Loss103 -112,0,0,1610612748,1610612752,0,103.0,112.0,0.47619047619047616,0.8548387096774194
2023-05-12,Win96- 92,1,0,1610612748,1610612752,0,96.0,92.0,0.47619047619047616,0.935483870967742
2023-05-17,Win123- 116,1,0,1610612748,1610612738,0,123.0,116.0,0.47619047619047616,0.8870967741935484
2023-05-19,Win111- 105,1,0,1610612748,1610612738,0,111.0,105.0,0.47619047619047616,0.9032258064516129
2023-05-21,Win128- 102,1,0,1610612748,1610612738,0,128.0,102.0,0.47619047619047616,0.5806451612903225
2023-05-23,Loss99 -116,0,0,1610612748,1610612738,0,99.0,116.0,0.47619047619047616,0.7258064516129032
2023-05-25,Loss97 -110,0,0,1610612748,1610612738,0,97.0,110.0,0.47619047619047616,0.7903225806451613
2023-05-27,Loss103 -104,0,0,1610612748,1610612738,0,103.0,104.0,0.47619047619047616,0.9838709677419355
2023-05-29,Win103- 84,1,0,1610612748,1610612738,0,103.0,84.0,0.47619047619047616,0.6935483870967742
2023-06-01,Loss93 -104,0,0,1610612748,1610612743,0,93.0,104.0,0.47619047619047616,0.8225806451612903
2023-06-04,Win111- 108,1,0,1610612748,1610612743,0,111.0,108.0,0.47619047619047616,0.9516129032258065
2023-06-07,Loss94 -109,0,0,1610612748,1610612743,0,94.0,109.0,0.47619047619047616,0.7580645161290323
2023-06-09,Loss95 -108,0,0,1610612748,1610612743,0,95.0,108.0,0.47619047619047616,0.7903225806451613
2023-06-12,Loss89 -94,0,0,1610612748,1610612743,0,89.0,94.0,0.47619047619047616,0.9193548387096774
2023-10-25,Win103- 102,1,0,1610612748,1610612765,0,103.0,102.0,0.47619047619047616,0.9838709677419355
2023-10-27,Loss111 -119,0,0,1610612748,1610612738,0,111.0,119.0,0.47619047619047616,0.8709677419354839
2023-10-28,Loss90 -106,0,0,1610612748,1610612750,0,90.0,106.0,0.47619047619047616,0.7419354838709677
2023-10-30,Loss114 -122,0,0,1610612748,1610612749,0,114.0,122.0,0.47619047619047616,0.8709677419354839
2023-11-01,Loss105 -109,0,0,1610612748,1610612751,0,105.0,109.0,0.47619047619047616,0.935483870967742
2023-11-03,Win121- 114,1,0,1610612748,1610612764,0,121.0,114.0,0.47619047619047616,0.8870967741935484
2023-11-06,Win108- 107,1,0,1610612748,1610612747,0,108.0,107.0,0.47619047619047616,0.9838709677419355
2023-11-08,Win108- 102,1,0,1610612748,1610612763,0,108.0,102.0,0.47619047619047616,0.9032258064516129
2023-11-11,Win117- 109,1,0,1610612748,1610612737,0,117.0,109.0,0.47619047619047616,0.8709677419354839
2023-11-12,Win118- 113,1,0,1610612748,1610612759,0,118.0,113.0,0.47619047619047616,0.9193548387096774
2023-11-14,Win111- 105,1,0,1610612748,1610612766,0,111.0,105.0,0.47619047619047616,0.9032258064516129
2023-11-16,Win122- 115,1,0,1610612748,1610612751,0,122.0,115.0,0.47619047619047616,0.8870967741935484
2023-11-18,Loss97 -102,0,0,1610612748,1610612741,0,97.0,102.0,0.47619047619047616,0.9193548387096774
2023-11-20,Win118- 100,1,0,1610612748,1610612741,0,118.0,100.0,0.47619047619047616,0.7096774193548387
2023-11-22,Win129- 96,1,0,1610612748,1610612739,0,129.0,96.0,0.47619047619047616,0.467741935483871
